Subject,Channel,Delta,Theta,Alpha,Beta,Gamma
sub-012,13,2.1887422499854763e-09,3.6998985057559527e-10,1.2129865827074386e-10,2.2191838792991758e-10,4.6815167735573954e-11
sub-012,10,2.4740217464659238e-08,4.656575051634561e-09,2.0422192315156427e-09,1.4150222097847666e-09,2.145412407545916e-09
sub-012,11,5.6179452767622535e-09,1.0609271791602783e-09,4.4458674239036484e-10,5.105473421083082e-10,1.4098620434971658e-10
sub-012,5,1.918379784548825e-09,3.632755405283009e-10,1.2765552579402843e-10,2.392965823770552e-10,5.0304877178077214e-11
sub-012,6,2.051428691789848e-09,3.6348942037820254e-10,1.2949925690331083e-10,2.4561165344202726e-10,6.041501089705417e-11
sub-012,15,2.0030017387534757e-09,3.8553872571441144e-10,1.3799765686434383e-10,2.5587841727535737e-10,6.186396802498753e-11
sub-012,16,1.9824549971248172e-09,3.6856075323340124e-10,1.3145843169750587e-10,2.3697101142495376e-10,5.7798760278680636e-11
sub-012,17,5.4509500662773426e-08,8.447763234573257e-09,2.321109584876894e-09,1.912287883802705e-09,2.5759680306076476e-09
sub-012,18,1.891732490724281e-09,3.8640622734043025e-10,1.3728566950941455e-10,2.7144934647578173e-10,5.565859601945453e-11
sub-012,9,2.2724163285739244e-09,3.5834090489237705e-10,1.0634599366792404e-10,2.0841983696461894e-10,5.0378294696405906e-11
sub-012,2,2.800021227994253e-09,3.5491121143990745e-10,1.1651494298575979e-10,1.9735520017212178e-10,4.074498054559651e-11
sub-012,14,2.3991683069240998e-09,3.4462073826688605e-10,1.2106293975356644e-10,2.2700514308950158e-10,4.79380500992821e-11
sub-013,7,8.635393408094266e-10,8.463279827024074e-11,2.2630368516363e-11,2.566212587619929e-11,8.166534916763574e-12
sub-013,8,8.173663450146711e-10,8.347551912902072e-11,2.2606426947946108e-11,2.2557654831042884e-11,6.13593802929158e-12
sub-013,3,5.91540673676991e-10,7.200865585966292e-11,1.8525205404470663e-11,1.7799224932238868e-11,3.951105018934492e-12
sub-013,4,9.433513278487842e-10,8.242974823641695e-11,2.1754503259378344e-11,2.0362807753911147e-11,4.710123541627633e-12
sub-013,0,5.825929946596416e-10,7.093871222189169e-11,1.9171347586293668e-11,1.6749591964824417e-11,2.4939988878411404e-12
sub-013,1,5.863793416692868e-10,7.380517603023875e-11,2.018209187973356e-11,1.6914835912366615e-11,2.4953998197948565e-12
sub-013,12,9.023211244285985e-10,7.499142285250759e-11,1.9712495666056303e-11,1.691438482911852e-11,2.6510359747672497e-12
sub-013,13,6.533271467773223e-10,1.123114891773654e-10,4.2050261113336715e-11,2.9795901302025286e-11,3.652294636831881e-12
sub-013,10,9.384307491322431e-10,8.513319723395983e-11,2.706080872492756e-11,2.1381633545287813e-11,3.0686331360594947e-12
sub-013,11,6.699219024817585e-10,8.533268308352448e-11,3.651073636631896e-11,2.368970839634725e-11,3.232505644703664e-12
sub-013,5,6.715484697514785e-10,7.790414219999592e-11,2.0201298162295785e-11,2.2656338480351745e-11,8.873493280118907e-12
sub-013,6,7.365356141286701e-10,7.419530653447878e-11,1.9375960041701383e-11,2.111967120884204e-11,8.218731775923509e-12
sub-013,15,6.124011457740565e-10,7.634104202561998e-11,2.1191863480154635e-11,2.3182229196915048e-11,7.629066410265954e-12
sub-013,16,6.4741657968276e-10,7.787533206091257e-11,2.1511102084892252e-11,2.048469685039724e-11,5.780758411839432e-12
sub-013,17,1.925499208159643e-09,4.5813646872560023e-10,1.3357621846517918e-10,7.219130598393393e-11,5.962561963655211e-12
sub-013,18,1.6864003249047355e-09,2.5002962699124537e-10,3.9082920774461867e-11,4.6455996123994816e-11,5.506207267218245e-12
sub-013,9,5.796821740599855e-10,7.255180382329913e-11,1.849047726922198e-11,1.6447252897707995e-11,2.5034043151699517e-12
sub-013,2,5.876924456482011e-10,7.132785948941207e-11,1.9291907569050787e-11,1.6542192663677686e-11,2.4363172290376696e-12
sub-013,14,7.879648499610684e-10,7.904508238222366e-11,2.2047405714388612e-11,1.7986063337805824e-11,2.6107180092645053e-12
sub-014,7,2.028838750875953e-09,2.942414072611595e-10,1.4903260053408082e-10,3.3308796720099554e-10,6.36990561653812e-11
sub-014,8,8.075460697586913e-09,1.6002884812937292e-09,6.384958462400306e-10,8.963071605390071e-10,6.869185586794336e-10
sub-014,3,1.4551460841261332e-09,3.2958275031065255e-10,1.9264295977185174e-10,4.226506814387619e-10,6.52560382114904e-11
sub-014,4,1.4713494406264326e-09,2.868823543008337e-10,1.546187816057437e-10,3.3136570681781455e-10,5.138175136201546e-11
sub-014,0,1.3827528097913823e-09,2.8260584667591106e-10,1.5879890899356044e-10,3.84155783091512e-10,7.689071455881528e-11
sub-014,1,1.3643316130156932e-09,2.488813158516785e-10,1.2749112920630214e-10,3.294807732706065e-10,8.299987818257527e-11
sub-014,12,1.4173712024338495e-09,3.1590478277325355e-10,1.8537601307947877e-10,4.3296986677944755e-10,7.576191500955434e-11
sub-014,13,1.3822201002547801e-09,2.69000391147897e-10,1.4296771240647446e-10,3.2858276072091045e-10,6.264302739856152e-11
sub-014,10,1.462525700987173e-09,2.7785138835688917e-10,1.4801201479788888e-10,3.2538729820323846e-10,5.7446342616491934e-11
sub-014,11,1.4118819761895251e-09,2.783798290009324e-10,1.5000074420194078e-10,3.307341229273081e-10,5.5873049765239175e-11
sub-014,5,1.4731443053795483e-09,3.110785528616077e-10,1.7732410009997316e-10,3.968230708482405e-10,6.685148193486423e-11
sub-014,6,1.642479762617576e-09,2.7906168229978917e-10,1.4206445443786123e-10,3.0839046180951957e-10,5.513562065386028e-11
sub-014,15,1.4082751319470351e-09,2.778193195884183e-10,1.4949735856931346e-10,3.5201856752944046e-10,7.256374787102557e-11
sub-014,16,1.393640559452189e-09,2.6746759495905476e-10,1.390407908998628e-10,3.1339206569877167e-10,6.054439978901781e-11
sub-014,17,1.396825887887032e-09,2.722372446264234e-10,1.4634277880906248e-10,3.6216090208858927e-10,8.334449081111339e-11
sub-014,18,1.4026995558046099e-09,2.710386371527388e-10,1.4296004968640966e-10,3.208922571206617e-10,6.459398648048261e-11
sub-014,9,1.3862294967157366e-09,2.6885679026101086e-10,1.4069004319481694e-10,3.3865182683936247e-10,7.036998437214719e-11
sub-014,2,1.3629524632837014e-09,2.6204902397088257e-10,1.3931336367441942e-10,3.510409454960256e-10,8.164617512946175e-11
sub-014,14,1.372213419958762e-09,2.531833946476318e-10,1.307020672934347e-10,3.383533956943338e-10,8.371418625487623e-11
sub-015,7,2.9820399844087735e-10,3.3037910856151307e-11,1.3722430247760644e-11,1.7691614823255198e-11,8.221383338417121e-12
sub-015,8,4.161342616317135e-10,3.401539203683534e-11,1.345017906470492e-11,2.2618404336956835e-11,1.0480082862782727e-11
sub-015,3,2.750798748481069e-10,3.072897921672024e-11,1.1605102718235863e-11,1.1780751438699888e-11,4.103624591332034e-12
sub-015,4,2.773283836026792e-10,3.101456291939679e-11,1.1628957008165051e-11,1.2624770766319283e-11,4.32188215561384e-12
sub-015,0,2.706472474925872e-10,2.842404992677816e-11,9.327306889004158e-12,9.151425639799278e-12,2.338825099924628e-12
sub-015,1,2.7035871858470873e-10,2.867640790314161e-11,9.236715746680532e-12,9.198819468683895e-12,2.346125609593472e-12
sub-015,12,2.7331262700796467e-10,3.6903170796612106e-11,2.233381552242329e-11,1.1228464769854808e-11,2.479680900683148e-12
sub-015,13,2.72164699663686e-10,3.2130336655394105e-11,2.0153874496746382e-11,1.0979871475202182e-11,2.344298295278543e-12
sub-015,10,2.7517002448155194e-10,4.185631230725845e-11,3.624193166532769e-11,1.3736788777005609e-11,2.904773988921468e-12
sub-015,11,2.7581556981546376e-10,4.2560639858912347e-11,4.108939658314499e-11,1.4248266163972331e-11,2.961367417454601e-12
sub-015,5,2.842896126704857e-10,3.3402544477164905e-11,1.3595622231599275e-11,1.2573853566163004e-11,5.3485481590760494e-12
sub-015,6,2.844479300102858e-10,3.3326632365984146e-11,1.395988113417085e-11,1.1568186785679628e-11,4.102221929233858e-12
sub-015,15,2.732298167712742e-10,3.6771152456111796e-11,1.729246962366649e-11,1.0803771938802511e-11,3.518611859615228e-12
sub-015,16,2.726893914628217e-10,3.3399476204114613e-11,1.3813282323260102e-11,1.4620708725549608e-11,6.486357286348285e-12
sub-015,17,2.7508553464403207e-10,5.6616678586803215e-11,4.347206541443548e-11,1.3132336409652749e-11,3.4760260092265525e-12
sub-015,18,2.7698823360581116e-10,4.400515276732017e-11,3.71316821450475e-11,1.2923070717115436e-11,2.8848536381979706e-12
sub-015,9,2.751027161694293e-10,3.1978052480301804e-11,1.2441441680198042e-11,1.0449632474744056e-11,2.541294350633569e-12
sub-015,2,2.7220987297067366e-10,2.944061107448826e-11,1.0352560407432332e-11,9.264779733506336e-12,2.074246295533557e-12
sub-015,14,2.722953950251453e-10,3.1892272985848813e-11,2.451108152091467e-11,1.1796817940094419e-11,2.3867322011410338e-12
sub-016,7,6.879437627101871e-10,5.7016850513354716e-11,1.4894357126880977e-11,1.5581754600296978e-11,4.926726789393292e-12
sub-016,8,6.547861338918603e-10,5.5828990921855215e-11,1.4427843036915272e-11,1.5008886717101118e-11,4.658981093745383e-12
sub-016,3,7.289142808953418e-10,7.040259524706369e-11,2.054443341585718e-11,2.188788243255118e-11,5.436304811855782e-12
sub-016,4,6.446647707388446e-10,5.0629849527426916e-11,1.3545184272945434e-11,1.2754011024495072e-11,3.173558815891881e-12
sub-016,0,6.428961230936554e-10,5.075004446351724e-11,1.38227485872476e-11,1.2439030582448596e-11,2.9102556935943288e-12
sub-016,1,5.930307283065732e-10,4.892703536378902e-11,1.3244108202322322e-11,1.2195749727221568e-11,2.8050683591278207e-12
sub-016,12,6.595399509590988e-10,5.3771606129845205e-11,1.4266910441682456e-11,1.2835262000916331e-11,2.9322922451899257e-12
sub-016,13,6.916970794339296e-10,5.3989018900000276e-11,1.468020385331641e-11,1.3315723110683023e-11,2.9256905875844227e-12
sub-016,10,6.066394258617373e-10,5.48177496638498e-11,1.4720271872305722e-11,1.3962024734139754e-11,3.359514364906484e-12
sub-016,11,7.04414210881799e-10,5.905925890402074e-11,1.5598853279696102e-11,1.4472754673753795e-11,3.3841943875178882e-12
sub-016,5,9.425383459256104e-09,2.2556334273611803e-09,4.611000485928434e-10,6.200715662047646e-10,5.049118763333077e-10
sub-016,6,6.577517416373589e-10,5.495034458339948e-11,1.4735312464292394e-11,1.4256075738722863e-11,3.993983867140328e-12
sub-016,15,5.932421123640936e-10,5.333297840293116e-11,1.4301486642169429e-11,1.3467306761761994e-11,3.684839184326089e-12
sub-016,16,1.7011113369465265e-08,2.5486265658983682e-09,9.57952871014327e-10,1.7525469377651004e-09,5.168221388873545e-10
sub-016,17,6.424345297742359e-10,5.2690667625897886e-11,1.4098856319113498e-11,1.310556705085453e-11,3.2307589557659918e-12
sub-016,18,7.875583771777631e-10,5.716611165879965e-11,1.5525847515969727e-11,1.4337570110248183e-11,3.343832650471191e-12
sub-016,9,5.945565816981837e-10,5.4930654463238767e-11,1.3767896792804329e-11,1.242752598192568e-11,2.8966173140102867e-12
sub-016,2,6.001735843078644e-10,5.0048568403372776e-11,1.3305269808347888e-11,1.2246987699178552e-11,2.7963081277473632e-12
sub-016,14,6.04301441438067e-10,5.080729347607179e-11,1.3689427143980156e-11,1.2758349257112803e-11,2.9835173432713626e-12
sub-017,7,4.7253039464362e-10,4.672549864475849e-11,1.2352131178752776e-11,1.2679551770957104e-11,3.014727065536528e-12
sub-017,8,4.717231606593245e-10,4.476287288828402e-11,1.2028753266390907e-11,1.3728442639889696e-11,3.911027020526398e-12
sub-017,3,3.8383740927127676e-10,4.6280269561900767e-11,1.2049694736089113e-11,1.183947317628863e-11,2.822801052740187e-12
sub-017,4,3.6810857585733765e-10,3.990379786104274e-11,1.0884559945016832e-11,1.1839619374524724e-11,2.8709658080462147e-12
sub-017,0,3.3858974768774206e-10,3.316010189446822e-11,8.786656872823115e-12,9.414369971779708e-12,2.096418634108127e-12
sub-017,1,3.4931092333582706e-10,3.4110089792848086e-11,8.683864919930125e-12,9.525043268219209e-12,2.148587778017837e-12
sub-017,12,4.931914585255575e-10,3.5317073853380024e-11,1.1223827775829412e-11,1.0146220229336368e-11,2.1986711643296317e-12
sub-017,13,3.392005276097293e-10,3.7124226464488545e-11,1.1303036921453496e-11,9.807364671621076e-12,1.957694198883907e-12
sub-017,10,6.505712807007049e-10,4.7212753589747327e-11,1.6994357708861915e-11,1.3276136029865807e-11,2.819945610075116e-12
sub-017,11,4.660262674153208e-10,4.546786557222693e-11,1.7601335359971226e-11,1.501724638999147e-11,3.074526055991639e-12
sub-017,5,4.0944104075094317e-10,4.6947889307679845e-11,1.2513579736629219e-11,1.4496230088250807e-11,5.640325061036888e-12
sub-017,6,5.279555090093966e-10,4.512009380630096e-11,1.2269201503997812e-11,1.5213910969057914e-11,6.375899934404758e-12
sub-017,15,3.749171389056205e-10,4.343458191046528e-11,1.1139140160501183e-11,1.2236536017792527e-11,3.4731995235986485e-12
sub-017,16,5.13258909981143e-10,4.8932195331179465e-11,1.6888609245638748e-11,3.3638826931592197e-11,1.501555032149603e-11
sub-017,17,3.610560912601891e-10,3.965498094020382e-11,1.1634180806350152e-11,1.155052004231223e-11,2.8763946932454987e-12
sub-017,18,3.8514081774994027e-10,4.4760881306172296e-11,1.395512796528144e-11,1.2007030178329452e-11,2.7566094707578442e-12
sub-017,9,3.532428562480143e-10,4.258482601510142e-11,1.069819905900607e-11,1.0361572849831356e-11,2.030103906769384e-12
sub-017,2,3.7183766956505095e-10,3.2658248201333264e-11,9.589299585688635e-12,1.3166354136056254e-11,2.1894966456832538e-12
sub-017,14,3.481355888851001e-10,3.425254389744615e-11,1.1786849985686747e-11,1.0099228694348718e-11,2.0630254563558278e-12
sub-018,7,3.5217283884286037e-10,5.1393232616004576e-11,2.0641372742209967e-11,2.6609947142056303e-11,5.949522854882931e-12
sub-018,8,3.2158056897853177e-10,4.5852521937796726e-11,1.9948840506446347e-11,3.198408690277415e-11,9.403214922042248e-12
sub-018,3,3.122862054190079e-10,5.1445390778899194e-11,2.3663025620785088e-11,2.7105509449211776e-11,3.856814037649546e-12
sub-018,4,2.940370052368029e-10,4.6949530572595885e-11,2.155177333852301e-11,2.9089437453172735e-11,3.87049415366214e-12
sub-018,0,2.8805048844173505e-10,3.8886648598698856e-11,1.5398958205110234e-11,1.8160096207626763e-11,2.487411831809668e-12
sub-018,1,2.834795804427118e-10,3.891753642979829e-11,1.5229521045600467e-11,1.8461772007228074e-11,2.509856931078441e-12
sub-018,12,3.0148975183216125e-10,5.555325031616696e-11,2.2255847466983147e-11,1.7959590117608156e-11,2.5822691786244587e-12
sub-018,13,2.917187492873857e-10,4.478079876558879e-11,1.6474975634147252e-11,1.5653422966733123e-11,2.4040738633020418e-12
sub-018,10,3.1319329445973745e-10,5.893637169906056e-11,2.5278741210564256e-11,1.9308205391824822e-11,3.681659416867669e-12
sub-018,11,3.2022304332488655e-10,6.601772435622962e-11,2.913991252530117e-11,2.0676257986571484e-11,4.587013349050298e-12
sub-018,5,3.3861235394756836e-10,6.562000001931855e-11,2.3060137154527973e-11,2.6897414129404182e-11,8.162565603522712e-12
sub-018,6,3.0136366285382915e-10,5.1719347396754746e-11,2.4000360590359717e-11,3.3041877225172496e-11,1.450491799186555e-11
sub-018,15,3.2725751801726914e-10,7.689843041516558e-11,2.1147468523940728e-11,2.1225845157895928e-11,5.422345228462129e-12
sub-018,16,2.9590421979748676e-10,5.3609282600349964e-11,2.195620743441924e-11,2.2242221217333697e-11,8.535236294152179e-12
sub-018,17,3.187857316810693e-10,7.605634858501756e-11,2.4162571054260332e-11,2.0117105808159963e-11,4.167158736891716e-12
sub-018,18,2.9668571256122865e-10,7.112978257416546e-11,2.7114209888524563e-11,1.902362541418364e-11,4.946881330215252e-12
sub-018,9,2.9819721839985874e-10,4.745791656760855e-11,1.9562495501249157e-11,2.5788336730279148e-11,3.0503773616981977e-12
sub-018,2,2.8595486247535765e-10,3.7189093979345135e-11,1.4838128945620054e-11,3.2489996048788256e-11,3.108950911453504e-12
sub-018,14,2.950522219743501e-10,5.015014586769444e-11,2.1748910133503154e-11,1.671114361870967e-11,2.3511487384137307e-12
sub-019,7,3.18613586294723e-10,3.0788557014060964e-11,1.132952599284923e-11,1.4663321199714218e-11,5.9075270741260985e-12
sub-019,8,3.0816781641200896e-10,2.994058757567039e-11,1.109783747008225e-11,1.4484385613879144e-11,5.697350479727087e-12
sub-019,3,2.5266360688697296e-10,2.6941746958903748e-11,8.930989046922569e-12,1.527345994114673e-11,9.387360703988616e-12
sub-019,4,2.561296312242337e-10,2.7370945685232107e-11,9.4463797455084e-12,1.3476676565817227e-11,5.7801493614163096e-12
sub-019,0,2.4780961241436486e-10,2.6190423087501657e-11,8.19799738870656e-12,9.660236060154236e-12,3.313370401001619e-12
sub-019,1,2.4830104537564356e-10,2.626637337744732e-11,8.132276576887622e-12,9.788169134510044e-12,3.2968931986910888e-12
sub-019,12,2.498440222114314e-10,2.681637072129195e-11,1.0131610454249628e-11,1.0591942832169356e-11,3.0323037699993508e-12
sub-019,13,2.5167230649228594e-10,2.688413921037378e-11,1.0057765642705516e-11,1.0299652522952384e-11,2.791831254792596e-12
sub-019,10,2.5422102191959025e-10,2.8753406012540975e-11,1.715357797258752e-11,1.3828112935109344e-11,4.060612828587971e-12
sub-019,11,2.60061975668969e-10,2.9440771327539214e-11,1.8303532725354263e-11,1.4025921276620769e-11,4.021290202969637e-12
sub-019,5,2.6597980670582557e-10,2.8720975509023422e-11,1.3101585521658176e-11,4.033497366259111e-11,3.952135519717615e-11
sub-019,6,2.791876690290929e-10,2.9876430032742586e-11,1.3027453168836382e-11,1.7468809472167796e-11,1.043038499473464e-11
sub-019,15,2.520614108361707e-10,2.775651628753685e-11,1.0688177543284556e-11,1.6168582065474214e-11,9.112312886590744e-12
sub-019,16,2.5493505481676806e-10,2.8359955238143737e-11,1.2422176784157085e-11,3.59763824036013e-11,3.1487283061991766e-11
sub-019,17,2.5183369488763363e-10,2.7623878309263703e-11,1.1395128808017789e-11,1.2469928871282655e-11,3.8681207238104726e-12
sub-019,18,2.5329358718071047e-10,2.7954830650288582e-11,1.2085884761076076e-11,1.2945470532888673e-11,4.676180779680744e-12
sub-019,9,2.536259572248262e-10,2.6933457456271808e-11,8.654920594489555e-12,1.0897314748683213e-11,3.0071532966436133e-12
sub-019,2,2.5021321658908567e-10,2.6290728158999976e-11,7.90797283013991e-12,9.115400943789283e-12,2.412067551616752e-12
sub-019,14,2.5060403055297355e-10,2.6808407193995622e-11,1.0333323866851704e-11,1.0083495878655298e-11,2.9326220915640697e-12
sub-020,7,4.5829552892786805e-10,3.922903199469615e-11,1.0884843006823789e-11,1.4682948348660664e-11,7.26964794816502e-12
sub-020,8,4.793240213679301e-10,4.159896015406165e-11,1.1316392195042355e-11,1.555005676229743e-11,7.863629003891129e-12
sub-020,3,3.248881847538341e-10,3.028676914275789e-11,9.04731689045822e-12,1.132733135057145e-11,4.4643831914310376e-12
sub-020,4,3.2643998797033816e-10,3.1257639568859815e-11,9.379733153262056e-12,1.1475528711636968e-11,4.3574431967813206e-12
sub-020,0,2.8802283773816084e-10,2.7778838881298288e-11,7.809323474005e-12,9.14226039965999e-12,2.6929706802193057e-12
sub-020,1,2.8816972278379476e-10,2.747632551599159e-11,7.877845666207207e-12,9.129330104943496e-12,2.6914297716758708e-12
