Subject,Channel,Delta,Theta,Alpha,Beta,Gamma
sub-012,F3,1.8883163177128705e-09,3.513875072407536e-10,1.1981264270773019e-10,2.4255630768440335e-10,5.786720840163383e-11
sub-012,F4,2.0880602275692193e-09,3.514709719833293e-10,1.2299687294472757e-10,2.521486305312294e-10,5.563629710283423e-11
sub-012,C3,2.0477809206313676e-09,2.871891347029589e-10,9.343992863158803e-11,2.002929513482925e-10,5.677926430837549e-11
sub-012,C4,1.905244750839567e-09,3.5682443453188233e-10,1.2028376208134064e-10,2.2275474746351917e-10,5.6416027864573e-11
sub-012,P3,5.355819365171325e-09,1.1201271275346014e-09,2.7290460050360987e-10,3.81231542256569e-10,7.922053656844794e-11
sub-012,P4,2.1887422499854763e-09,3.6998985057559527e-10,1.2129865827074386e-10,2.219183879299176e-10,4.6815167735573954e-11
sub-012,O1,2.4740217464659234e-08,4.656575051634561e-09,2.0422192315156427e-09,1.4150222097847668e-09,2.1454124075459165e-09
sub-012,O2,5.6179452767622535e-09,1.0609271791602783e-09,4.445867423903649e-10,5.105473421083083e-10,1.4098620434971658e-10
sub-012,F7,1.918379784548825e-09,3.6327554052830097e-10,1.2765552579402843e-10,2.392965823770552e-10,5.0304877178077214e-11
sub-012,F8,2.0514286917898476e-09,3.634894203782026e-10,1.2949925690331083e-10,2.4561165344202726e-10,6.041501089705417e-11
sub-012,T3,2.0030017387534757e-09,3.855387257144115e-10,1.3799765686434383e-10,2.5587841727535737e-10,6.186396802498753e-11
sub-012,T4,1.982454997124817e-09,3.685607532334013e-10,1.3145843169750587e-10,2.3697101142495376e-10,5.7798760278680636e-11
sub-012,T5,5.450950066277342e-08,8.447763234573257e-09,2.321109584876894e-09,1.9122878838027055e-09,2.5759680306076476e-09
sub-012,T6,1.891732490724281e-09,3.864062273404303e-10,1.3728566950941455e-10,2.7144934647578173e-10,5.565859601945453e-11
sub-012,Fz,2.2724163285739244e-09,3.583409048923771e-10,1.0634599366792404e-10,2.0841983696461897e-10,5.037829469640591e-11
sub-012,Cz,2.8000212279942536e-09,3.5491121143990745e-10,1.165149429857598e-10,1.973552001721218e-10,4.074498054559651e-11
sub-012,Pz,2.3991683069240998e-09,3.446207382668861e-10,1.2106293975356644e-10,2.270051430895016e-10,4.79380500992821e-11
sub-013,Fp1,8.635393408094267e-10,8.463279827024075e-11,2.2630368516363002e-11,2.5662125876199294e-11,8.166534916763574e-12
sub-013,Fp2,8.173663450146712e-10,8.347551912902072e-11,2.2606426947946108e-11,2.2557654831042884e-11,6.13593802929158e-12
sub-013,F3,5.915406736769911e-10,7.200865585966292e-11,1.8525205404470663e-11,1.779922493223887e-11,3.951105018934492e-12
sub-013,F4,9.433513278487845e-10,8.242974823641695e-11,2.1754503259378344e-11,2.0362807753911147e-11,4.710123541627633e-12
sub-013,C3,5.825929946596417e-10,7.093871222189169e-11,1.9171347586293668e-11,1.6749591964824417e-11,2.4939988878411404e-12
sub-013,C4,5.863793416692869e-10,7.380517603023875e-11,2.0182091879733556e-11,1.6914835912366615e-11,2.4953998197948565e-12
sub-013,P3,9.023211244285986e-10,7.49914228525076e-11,1.9712495666056306e-11,1.691438482911852e-11,2.65103597476725e-12
sub-013,P4,6.533271467773224e-10,1.123114891773654e-10,4.205026111333672e-11,2.979590130202529e-11,3.652294636831881e-12
sub-013,O1,9.384307491322431e-10,8.513319723395983e-11,2.7060808724927556e-11,2.1381633545287813e-11,3.0686331360594943e-12
sub-013,O2,6.699219024817586e-10,8.533268308352449e-11,3.6510736366318954e-11,2.368970839634725e-11,3.2325056447036638e-12
sub-013,F7,6.715484697514785e-10,7.790414219999592e-11,2.0201298162295785e-11,2.2656338480351742e-11,8.873493280118907e-12
sub-013,F8,7.365356141286702e-10,7.419530653447878e-11,1.9375960041701386e-11,2.1119671208842042e-11,8.21873177592351e-12
sub-013,T3,6.124011457740566e-10,7.634104202561998e-11,2.1191863480154635e-11,2.3182229196915048e-11,7.629066410265954e-12
sub-013,T4,6.474165796827601e-10,7.787533206091257e-11,2.1511102084892255e-11,2.0484696850397236e-11,5.780758411839432e-12
sub-013,T5,1.925499208159643e-09,4.581364687256003e-10,1.3357621846517918e-10,7.219130598393393e-11,5.962561963655211e-12
sub-013,T6,1.6864003249047357e-09,2.500296269912454e-10,3.908292077446187e-11,4.6455996123994816e-11,5.5062072672182445e-12
sub-013,Fz,5.796821740599856e-10,7.255180382329914e-11,1.849047726922198e-11,1.6447252897707995e-11,2.5034043151699513e-12
sub-013,Cz,5.876924456482011e-10,7.132785948941207e-11,1.9291907569050787e-11,1.6542192663677686e-11,2.4363172290376696e-12
sub-013,Pz,7.879648499610684e-10,7.904508238222367e-11,2.2047405714388615e-11,1.7986063337805824e-11,2.6107180092645053e-12
sub-014,Fp1,2.0288387508759535e-09,2.942414072611595e-10,1.4903260053408085e-10,3.3308796720099554e-10,6.369905616538121e-11
sub-014,Fp2,8.075460697586913e-09,1.6002884812937294e-09,6.384958462400307e-10,8.963071605390071e-10,6.869185586794337e-10
sub-014,F3,1.4551460841261334e-09,3.295827503106526e-10,1.9264295977185177e-10,4.226506814387619e-10,6.525603821149041e-11
sub-014,F4,1.4713494406264329e-09,2.8688235430083375e-10,1.5461878160574373e-10,3.313657068178146e-10,5.138175136201546e-11
sub-014,C3,1.3827528097913825e-09,2.826058466759111e-10,1.5879890899356044e-10,3.84155783091512e-10,7.689071455881528e-11
sub-014,C4,1.3643316130156934e-09,2.4888131585167854e-10,1.2749112920630217e-10,3.2948077327060654e-10,8.299987818257528e-11
sub-014,P3,1.4173712024338497e-09,3.1590478277325355e-10,1.853760130794788e-10,4.329698667794476e-10,7.576191500955434e-11
sub-014,P4,1.38222010025478e-09,2.69000391147897e-10,1.4296771240647446e-10,3.285827607209105e-10,6.264302739856152e-11
sub-014,O1,1.4625257009871733e-09,2.778513883568892e-10,1.480120147978889e-10,3.2538729820323846e-10,5.7446342616491934e-11
sub-014,O2,1.4118819761895251e-09,2.783798290009324e-10,1.5000074420194078e-10,3.3073412292730813e-10,5.587304976523918e-11
sub-014,F7,1.4731443053795483e-09,3.110785528616077e-10,1.7732410009997316e-10,3.968230708482405e-10,6.685148193486423e-11
sub-014,F8,1.642479762617576e-09,2.7906168229978917e-10,1.4206445443786123e-10,3.0839046180951957e-10,5.513562065386028e-11
sub-014,T3,1.4082751319470351e-09,2.778193195884183e-10,1.4949735856931346e-10,3.520185675294405e-10,7.256374787102558e-11
sub-014,T4,1.393640559452189e-09,2.674675949590548e-10,1.390407908998628e-10,3.1339206569877167e-10,6.054439978901781e-11
sub-014,T5,1.396825887887032e-09,2.722372446264234e-10,1.463427788090625e-10,3.621609020885893e-10,8.33444908111134e-11
sub-014,T6,1.4026995558046099e-09,2.710386371527388e-10,1.4296004968640966e-10,3.208922571206617e-10,6.459398648048261e-11
sub-014,Fz,1.3862294967157368e-09,2.688567902610109e-10,1.4069004319481697e-10,3.3865182683936247e-10,7.03699843721472e-11
sub-014,Cz,1.3629524632837016e-09,2.6204902397088257e-10,1.3931336367441942e-10,3.5104094549602556e-10,8.164617512946175e-11
sub-014,Pz,1.3722134199587622e-09,2.531833946476318e-10,1.3070206729343473e-10,3.3835339569433386e-10,8.371418625487623e-11
sub-015,Fp1,2.982039984408774e-10,3.303791085615131e-11,1.3722430247760645e-11,1.7691614823255198e-11,8.221383338417121e-12
sub-015,Fp2,4.1613426163171353e-10,3.401539203683534e-11,1.345017906470492e-11,2.2618404336956835e-11,1.0480082862782729e-11
sub-015,F3,2.7507987484810695e-10,3.072897921672024e-11,1.1605102718235865e-11,1.1780751438699888e-11,4.103624591332034e-12
sub-015,F4,2.7732838360267916e-10,3.101456291939679e-11,1.1628957008165053e-11,1.2624770766319283e-11,4.32188215561384e-12
sub-015,C3,2.7064724749258725e-10,2.8424049926778162e-11,9.327306889004158e-12,9.151425639799278e-12,2.3388250999246276e-12
sub-015,C4,2.7035871858470873e-10,2.8676407903141615e-11,9.236715746680532e-12,9.198819468683897e-12,2.3461256095934716e-12
sub-015,P3,2.733126270079647e-10,3.690317079661211e-11,2.2333815522423294e-11,1.1228464769854808e-11,2.479680900683148e-12
sub-015,P4,2.72164699663686e-10,3.2130336655394105e-11,2.0153874496746385e-11,1.0979871475202182e-11,2.344298295278543e-12
sub-015,O1,2.7517002448155194e-10,4.185631230725845e-11,3.6241931665327693e-11,1.3736788777005607e-11,2.904773988921468e-12
sub-015,O2,2.7581556981546376e-10,4.2560639858912347e-11,4.108939658314499e-11,1.4248266163972333e-11,2.9613674174546007e-12
sub-015,F7,2.842896126704857e-10,3.3402544477164905e-11,1.3595622231599275e-11,1.2573853566163004e-11,5.34854815907605e-12
sub-015,F8,2.8444793001028585e-10,3.332663236598415e-11,1.395988113417085e-11,1.1568186785679628e-11,4.102221929233858e-12
sub-015,T3,2.7322981677127426e-10,3.67711524561118e-11,1.7292469623666493e-11,1.0803771938802511e-11,3.5186118596152278e-12
sub-015,T4,2.7268939146282175e-10,3.3399476204114613e-11,1.3813282323260102e-11,1.4620708725549608e-11,6.4863572863482846e-12
sub-015,T5,2.750855346440321e-10,5.661667858680322e-11,4.347206541443548e-11,1.313233640965275e-11,3.4760260092265525e-12
sub-015,T6,2.769882336058112e-10,4.4005152767320173e-11,3.71316821450475e-11,1.2923070717115437e-11,2.8848536381979706e-12
sub-015,Fz,2.7510271616942934e-10,3.1978052480301804e-11,1.2441441680198042e-11,1.0449632474744056e-11,2.541294350633569e-12
sub-015,Cz,2.722098729706737e-10,2.944061107448826e-11,1.0352560407432332e-11,9.264779733506337e-12,2.074246295533557e-12
sub-015,Pz,2.722953950251453e-10,3.1892272985848813e-11,2.451108152091467e-11,1.179681794009442e-11,2.3867322011410338e-12
sub-016,Fp1,6.879437627101871e-10,5.701685051335472e-11,1.4894357126880977e-11,1.558175460029698e-11,4.926726789393292e-12
sub-016,Fp2,6.547861338918603e-10,5.582899092185522e-11,1.4427843036915272e-11,1.5008886717101118e-11,4.658981093745383e-12
sub-016,F3,7.289142808953419e-10,7.040259524706369e-11,2.054443341585718e-11,2.188788243255118e-11,5.436304811855782e-12
sub-016,F4,6.446647707388447e-10,5.062984952742692e-11,1.3545184272945434e-11,1.2754011024495073e-11,3.173558815891881e-12
sub-016,C3,6.428961230936555e-10,5.075004446351724e-11,1.3822748587247601e-11,1.2439030582448595e-11,2.9102556935943288e-12
sub-016,C4,5.930307283065733e-10,4.892703536378902e-11,1.3244108202322322e-11,1.2195749727221568e-11,2.8050683591278203e-12
sub-016,P3,6.595399509590989e-10,5.377160612984521e-11,1.4266910441682456e-11,1.2835262000916333e-11,2.9322922451899257e-12
sub-016,P4,6.916970794339297e-10,5.3989018900000276e-11,1.468020385331641e-11,1.3315723110683025e-11,2.9256905875844223e-12
sub-016,O1,6.066394258617374e-10,5.48177496638498e-11,1.4720271872305722e-11,1.3962024734139754e-11,3.3595143649064835e-12
sub-016,O2,7.04414210881799e-10,5.905925890402074e-11,1.5598853279696102e-11,1.4472754673753797e-11,3.3841943875178882e-12
sub-016,F7,9.425383459256104e-09,2.2556334273611803e-09,4.6110004859284346e-10,6.200715662047647e-10,5.049118763333077e-10
sub-016,F8,6.577517416373589e-10,5.495034458339948e-11,1.4735312464292394e-11,1.4256075738722863e-11,3.993983867140328e-12
sub-016,T3,5.932421123640936e-10,5.333297840293116e-11,1.430148664216943e-11,1.3467306761761994e-11,3.684839184326089e-12
sub-016,T4,1.7011113369465265e-08,2.548626565898368e-09,9.57952871014327e-10,1.7525469377651006e-09,5.168221388873545e-10
sub-016,T5,6.424345297742359e-10,5.269066762589789e-11,1.40988563191135e-11,1.310556705085453e-11,3.230758955765992e-12
sub-016,T6,7.875583771777632e-10,5.716611165879965e-11,1.5525847515969727e-11,1.4337570110248185e-11,3.343832650471191e-12
sub-016,Fz,5.945565816981838e-10,5.4930654463238767e-11,1.376789679280433e-11,1.242752598192568e-11,2.8966173140102863e-12
sub-016,Cz,6.001735843078645e-10,5.004856840337278e-11,1.3305269808347889e-11,1.2246987699178552e-11,2.7963081277473632e-12
sub-016,Pz,6.043014414380671e-10,5.08072934760718e-11,1.3689427143980155e-11,1.2758349257112803e-11,2.9835173432713626e-12
sub-017,Fp1,4.7253039464362e-10,4.6725498644758493e-11,1.2352131178752776e-11,1.2679551770957104e-11,3.014727065536528e-12
sub-017,Fp2,4.717231606593245e-10,4.4762872888284024e-11,1.2028753266390907e-11,1.3728442639889696e-11,3.911027020526398e-12
sub-017,F3,3.838374092712768e-10,4.628026956190077e-11,1.2049694736089113e-11,1.183947317628863e-11,2.822801052740187e-12
sub-017,F4,3.6810857585733765e-10,3.9903797861042744e-11,1.0884559945016832e-11,1.1839619374524725e-11,2.8709658080462143e-12
sub-017,C3,3.3858974768774206e-10,3.316010189446822e-11,8.786656872823115e-12,9.414369971779708e-12,2.096418634108127e-12
sub-017,C4,3.493109233358271e-10,3.4110089792848086e-11,8.683864919930125e-12,9.525043268219207e-12,2.1485877780178366e-12
sub-017,P3,4.931914585255575e-10,3.5317073853380024e-11,1.1223827775829413e-11,1.0146220229336367e-11,2.1986711643296313e-12
sub-017,P4,3.392005276097293e-10,3.712422646448855e-11,1.1303036921453497e-11,9.807364671621075e-12,1.9576941988839067e-12
sub-017,O1,6.505712807007049e-10,4.721275358974733e-11,1.6994357708861915e-11,1.3276136029865809e-11,2.819945610075116e-12
sub-017,O2,4.660262674153208e-10,4.5467865572226934e-11,1.7601335359971226e-11,1.501724638999147e-11,3.074526055991639e-12
sub-017,F7,4.094410407509432e-10,4.6947889307679845e-11,1.251357973662922e-11,1.4496230088250809e-11,5.640325061036888e-12
sub-017,F8,5.279555090093966e-10,4.5120093806300955e-11,1.2269201503997812e-11,1.5213910969057914e-11,6.375899934404758e-12
sub-017,T3,3.7491713890562057e-10,4.343458191046528e-11,1.1139140160501183e-11,1.2236536017792527e-11,3.4731995235986485e-12
sub-017,T4,5.132589099811431e-10,4.893219533117947e-11,1.6888609245638748e-11,3.3638826931592197e-11,1.501555032149603e-11
sub-017,T5,3.6105609126018914e-10,3.965498094020382e-11,1.1634180806350153e-11,1.155052004231223e-11,2.8763946932454983e-12
sub-017,T6,3.851408177499403e-10,4.47608813061723e-11,1.3955127965281441e-11,1.2007030178329452e-11,2.7566094707578442e-12
sub-017,Fz,3.532428562480143e-10,4.258482601510142e-11,1.069819905900607e-11,1.0361572849831357e-11,2.030103906769384e-12
sub-017,Cz,3.7183766956505095e-10,3.2658248201333264e-11,9.589299585688637e-12,1.3166354136056254e-11,2.1894966456832538e-12
sub-017,Pz,3.4813558888510017e-10,3.425254389744615e-11,1.1786849985686747e-11,1.0099228694348718e-11,2.0630254563558274e-12
sub-018,Fp1,3.521728388428604e-10,5.1393232616004576e-11,2.0641372742209967e-11,2.6609947142056303e-11,5.949522854882931e-12
sub-018,Fp2,3.2158056897853177e-10,4.5852521937796726e-11,1.9948840506446347e-11,3.198408690277415e-11,9.403214922042248e-12
sub-018,F3,3.122862054190079e-10,5.14453907788992e-11,2.3663025620785088e-11,2.7105509449211776e-11,3.856814037649546e-12
sub-018,F4,2.9403700523680294e-10,4.694953057259589e-11,2.1551773338523015e-11,2.9089437453172738e-11,3.87049415366214e-12
sub-018,C3,2.880504884417351e-10,3.888664859869886e-11,1.5398958205110234e-11,1.8160096207626763e-11,2.487411831809668e-12
sub-018,C4,2.834795804427118e-10,3.891753642979829e-11,1.5229521045600467e-11,1.8461772007228074e-11,2.5098569310784412e-12
sub-018,P3,3.0148975183216125e-10,5.5553250316166964e-11,2.2255847466983147e-11,1.7959590117608156e-11,2.5822691786244582e-12
sub-018,P4,2.917187492873857e-10,4.478079876558879e-11,1.6474975634147252e-11,1.5653422966733123e-11,2.4040738633020418e-12
sub-018,O1,3.131932944597375e-10,5.893637169906056e-11,2.5278741210564256e-11,1.9308205391824822e-11,3.681659416867669e-12
sub-018,O2,3.202230433248866e-10,6.601772435622962e-11,2.913991252530117e-11,2.0676257986571484e-11,4.587013349050298e-12
sub-018,F7,3.3861235394756836e-10,6.562000001931855e-11,2.3060137154527973e-11,2.6897414129404182e-11,8.162565603522712e-12
sub-018,F8,3.0136366285382915e-10,5.1719347396754746e-11,2.4000360590359713e-11,3.30418772251725e-11,1.450491799186555e-11
sub-018,T3,3.272575180172692e-10,7.689843041516558e-11,2.114746852394073e-11,2.122584515789593e-11,5.422345228462129e-12
sub-018,T4,2.959042197974868e-10,5.360928260034997e-11,2.1956207434419236e-11,2.22422212173337e-11,8.535236294152179e-12
sub-018,T5,3.187857316810693e-10,7.605634858501756e-11,2.4162571054260335e-11,2.0117105808159963e-11,4.1671587368917156e-12
sub-018,T6,2.966857125612287e-10,7.112978257416546e-11,2.7114209888524563e-11,1.9023625414183642e-11,4.946881330215252e-12
sub-018,Fz,2.9819721839985874e-10,4.745791656760855e-11,1.9562495501249154e-11,2.5788336730279148e-11,3.0503773616981977e-12
sub-018,Cz,2.8595486247535765e-10,3.718909397934514e-11,1.4838128945620054e-11,3.2489996048788256e-11,3.108950911453504e-12
sub-018,Pz,2.950522219743501e-10,5.0150145867694435e-11,2.1748910133503154e-11,1.671114361870967e-11,2.3511487384137303e-12
sub-019,Fp1,3.18613586294723e-10,3.0788557014060964e-11,1.132952599284923e-11,1.4663321199714218e-11,5.907527074126099e-12
sub-019,Fp2,3.0816781641200896e-10,2.994058757567039e-11,1.109783747008225e-11,1.4484385613879144e-11,5.697350479727087e-12
sub-019,F3,2.5266360688697296e-10,2.694174695890375e-11,8.93098904692257e-12,1.527345994114673e-11,9.387360703988617e-12
sub-019,F4,2.5612963122423375e-10,2.7370945685232107e-11,9.446379745508399e-12,1.3476676565817227e-11,5.7801493614163096e-12
sub-019,C3,2.478096124143649e-10,2.619042308750166e-11,8.19799738870656e-12,9.660236060154236e-12,3.313370401001619e-12
sub-019,C4,2.4830104537564356e-10,2.626637337744732e-11,8.132276576887622e-12,9.788169134510044e-12,3.2968931986910888e-12
sub-019,P3,2.498440222114314e-10,2.681637072129195e-11,1.0131610454249628e-11,1.0591942832169357e-11,3.0323037699993508e-12
sub-019,P4,2.5167230649228594e-10,2.688413921037378e-11,1.0057765642705517e-11,1.0299652522952384e-11,2.7918312547925958e-12
sub-019,O1,2.5422102191959025e-10,2.8753406012540978e-11,1.715357797258752e-11,1.3828112935109344e-11,4.060612828587971e-12
sub-019,O2,2.60061975668969e-10,2.9440771327539214e-11,1.8303532725354263e-11,1.402592127662077e-11,4.021290202969637e-12
sub-019,F7,2.659798067058256e-10,2.8720975509023422e-11,1.3101585521658175e-11,4.033497366259111e-11,3.952135519717615e-11
sub-019,F8,2.7918766902909294e-10,2.9876430032742586e-11,1.3027453168836382e-11,1.7468809472167796e-11,1.0430384994734639e-11
sub-019,T3,2.520614108361707e-10,2.7756516287536846e-11,1.0688177543284557e-11,1.6168582065474214e-11,9.112312886590745e-12
sub-019,T4,2.5493505481676806e-10,2.8359955238143737e-11,1.2422176784157085e-11,3.59763824036013e-11,3.1487283061991766e-11
sub-019,T5,2.5183369488763363e-10,2.7623878309263706e-11,1.139512880801779e-11,1.2469928871282657e-11,3.8681207238104726e-12
sub-019,T6,2.532935871807105e-10,2.7954830650288582e-11,1.2085884761076077e-11,1.2945470532888671e-11,4.676180779680744e-12
sub-019,Fz,2.536259572248262e-10,2.6933457456271808e-11,8.654920594489555e-12,1.0897314748683213e-11,3.0071532966436133e-12
sub-019,Cz,2.502132165890857e-10,2.6290728158999976e-11,7.90797283013991e-12,9.115400943789285e-12,2.4120675516167516e-12
sub-019,Pz,2.5060403055297355e-10,2.6808407193995626e-11,1.0333323866851704e-11,1.0083495878655298e-11,2.9326220915640697e-12
sub-020,Fp1,4.5829552892786805e-10,3.922903199469615e-11,1.088484300682379e-11,1.4682948348660664e-11,7.26964794816502e-12
sub-020,Fp2,4.793240213679301e-10,4.159896015406165e-11,1.1316392195042355e-11,1.555005676229743e-11,7.86362900389113e-12
sub-020,F3,3.248881847538341e-10,3.0286769142757895e-11,9.047316890458219e-12,1.132733135057145e-11,4.464383191431038e-12
sub-020,F4,3.2643998797033816e-10,3.1257639568859815e-11,9.379733153262056e-12,1.1475528711636967e-11,4.357443196781321e-12
